X1,X2,X3,X4,X5,X6,X7
86,53.06,32.36,12,NA,10,11
44.6,44.6,100,6,NA,10,16
NA,NA,NA,3,NA,10,16
75.92,68,76.48,0,NA,10,7
75.92,73.04,90.8,3,NA,10,8
77,66.92,71.08,19,27,10,18
42.8,42.8,100,0,NA,5,8
80.06,28.94,15.41,10,NA,10,20
80.96,53.06,38.08,13,19,9,20
82.04,75.92,81.77,9,NA,7,14
71.1,70,96.32,3,NA,0.25,11
NA,NA,NA,7,NA,10,24
NA,NA,NA,2,NA,10,13
71.96,24.98,17.14,7,NA,10,18
80.06,55.04,42.16,8,NA,10,21
33.08,15.08,47.1,8,NA,10,14
NA,NA,NA,6,NA,10,13
48.92,48.02,96.69,12,NA,3,7
50,26.96,40.55,0,NA,10,1
59,48.92,69.17,5,NA,10,8
NA,NA,NA,2,NA,10,22
55.04,46.04,71.6,7,NA,9,20
51.8,41,66.48,0,NA,10,13
51.08,44.06,76.8,6,NA,10,14
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
62.06,42.08,47.86,17,22,10,18
NA,NA,NA,4,NA,10,12
60.98,33.08,34.91,18,24,10,19
NA,NA,NA,0,NA,10,6
66,59,78.14,5,NA,10,10
33.98,19.94,56.02,7,NA,10,9
NA,NA,NA,5,NA,10,23
NA,NA,NA,13,NA,10,20
50,37.94,63.08,4,NA,10,7
NA,NA,NA,8,NA,10,19
12.92,3.92,66.68,3,NA,10,18
60.08,55.94,86.18,3,NA,3,15
93.92,66.92,NA,NA,NA,10,18
39.02,28.94,66.85,9,NA,10,7
NA,NA,NA,16,NA,10,21
NA,NA,NA,5,NA,10,10
NA,NA,NA,NA,NA,10,15
68,51.08,54.66,3,NA,10,9
64.94,59,81.07,11,NA,10,2
35.96,10.04,33.61,17,27,10,17
33.98,32,92.36,0,NA,6,6
80.96,73.04,76.9,10,17,7,22
60.98,55.94,83.47,0,NA,10,6
NA,NA,NA,11,NA,10,15
51.8,48.2,87.47,13,NA,8,19
35.6,33.8,93.08,9,NA,1.5,17
46.94,24.98,41.89,0,NA,10,12
73.04,66.92,81.14,4,NA,10,8
51.98,39.92,63.33,6,NA,10,13
71.06,60.08,68.25,4,NA,10,10
NA,NA,NA,3,NA,10,8
64.04,64.04,100,3,NA,3,5
60.08,50,69.29,10,NA,10,19
NA,NA,NA,3,NA,10,7
75.92,73.04,90.8,6,NA,4,11
NA,NA,NA,4,NA,10,19
37.94,35.06,89.25,7,NA,3,13
59,57.92,96.2,6,NA,9,6
NA,NA,NA,0,NA,10,7
80.06,68,66.7,9,NA,5,16
55.4,55.4,100,0,NA,10,13
46.04,39.02,76.35,9,NA,6,19
48.92,44.06,83.23,7,NA,8,10
42.98,32,64.93,12,NA,10,15
57.2,55.4,93.69,8,NA,2,18
NA,NA,NA,0,NA,10,11
68,53.96,60.77,12,NA,10,13
87.08,68,53.18,9,NA,10,21
51.08,50,96.07,10,NA,3,11
NA,NA,NA,8,NA,10,17
75.92,71.06,84.92,7,NA,9,9
55.04,48.92,79.8,9,NA,7,13
19.04,6.08,56.43,6,NA,10,19
55.04,46.94,74.08,3,NA,10,14
66.02,41,39.96,4,NA,10,16
48.92,44.96,86.13,12,NA,10,14
21.2,19.4,92.63,0,NA,10,6
NA,NA,NA,0,NA,10,8
86,55.94,35.95,5,NA,10,8
71.06,48.02,43.92,9,NA,10,15
37.04,21.92,53.97,14,19,10,14
43,24.1,46.91,16,22,10,15
52,50,92.86,0,NA,5,9
42.98,26.06,50.94,6,NA,10,15
71.06,14,11.05,4,NA,10,17
59,26.06,28.14,0,NA,10,5
NA,NA,NA,13,NA,10,6
NA,NA,NA,10,NA,10,10
NA,NA,NA,5,NA,10,16
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,NA,10,8
66.02,57.92,75.12,7,NA,10,9
NA,NA,NA,6,NA,10,20
NA,NA,NA,8,NA,10,11
69.98,32,24.44,9,NA,10,21
71.96,64.04,76.13,3,NA,6,9
NA,NA,NA,2,NA,10,11
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,NA,4,17
62.96,39.92,42.65,20,27,10,21
NA,NA,NA,3,NA,10,16
60.08,33.08,36.04,3,NA,10,8
39.2,28.4,64.93,3,NA,10,10
95,42.08,16.15,5,NA,10,23
41,19.94,42.51,15,21,10,17
NA,NA,NA,NA,NA,10,22
NA,NA,NA,10,NA,10,21
64.04,57.02,77.92,3,NA,10,11
-11,-18,70.24,3,NA,5,11
69.1,60.1,73.03,3,NA,10,15
53.96,46.04,74.48,0,NA,10,13
77,28.04,16.43,7,NA,10,6
42.08,33.08,70.2,9,NA,10,22
71.96,60.08,66.2,6,NA,10,9
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,1.75,6
64.94,46.04,50.32,14,21,10,17
68,59,72.92,0,NA,10,12
73.4,51.8,46.71,0,NA,10,17
75.2,71.6,88.59,23,27,8,20
62.06,53.06,72.33,6,NA,10,11
62.96,55.94,77.83,7,NA,8,17
59,55.9,89.44,0,NA,6,8
59,57.2,93.74,6,NA,3,10
28.04,23,81.11,5,NA,7,17
64.04,55.04,72.53,21,26,10,1
NA,NA,NA,5,NA,10,23
75.02,73.04,93.57,7,NA,7,10
46.9,30.9,53.5,0,NA,10,11
NA,NA,NA,10,NA,10,8
89.96,73.04,57.64,8,NA,NA,19
NA,NA,NA,3,NA,10,20
51.08,37.94,60.6,13,NA,10,20
48.92,44.96,86.13,5,NA,10,7
NA,NA,NA,NA,NA,NA,NA
87.08,21.02,8.83,9,24,10,23
69.98,46.94,43.75,6,NA,10,20
84.92,12.02,6.41,15,NA,10,20
44.06,44.06,100,0,NA,10,8
NA,NA,NA,7,NA,10,6
62.96,42.98,48,8,NA,10,18
91.94,64.04,39.77,8,NA,10,19
37.94,26.06,61.94,3,NA,10,8
78.98,68,69.11,8,NA,10,16
NA,NA,NA,NA,NA,NA,NA
66.9,30.9,25.98,0,NA,7,22
46.04,23,39.9,7,NA,10,9
78.98,64.04,60.23,5,NA,10,16
51.98,19.04,27.02,6,NA,10,9
30.2,28.4,92.92,19,25,3,12
71.6,69.8,94.06,6,NA,10,7
42.8,41,93.3,0,NA,10,13
NA,NA,NA,9,NA,10,7
NA,NA,NA,3,NA,2.5,12
46.04,33.08,60.35,3,NA,10,9
62.96,50,62.58,7,NA,10,6
44.06,37.94,78.91,7,NA,10,11
46.94,33.98,60.47,3,NA,10,13
NA,NA,NA,0,NA,10,20
64.94,59,81.07,0,NA,7,13
44.96,30.02,55.56,0,NA,10,17
NA,NA,NA,10,NA,10,10
NA,NA,NA,8,NA,10,15
3.02,-2.02,78.99,13,NA,10,10
55.94,53.96,93.05,0,NA,9,6
89.06,30.02,12.06,3,NA,10,18
64.94,39.02,38.42,11,NA,10,18
NA,NA,NA,11,NA,10,16
69.08,66.02,89.98,0,NA,8,10
-9.04,-13,82.18,10,NA,7,9
NA,NA,NA,6,NA,7,8
42.08,26.06,52.73,6,NA,10,19
55.04,39.02,54.67,4,NA,10,14
42.98,39.92,88.85,7,NA,8,6
64.04,44.06,48.17,7,NA,10,21
57.92,55.94,93.1,0,NA,10,11
82.94,46.94,28.44,6,14,10,20
NA,NA,NA,8,NA,10,5
NA,NA,NA,NA,NA,NA,NA
30.2,10.4,43.04,0,NA,10,15
78.98,64.94,62.16,8,NA,10,7
NA,NA,NA,7,NA,10,10
48.02,35.96,62.82,8,NA,10,16
41,28.94,61.89,3,NA,10,9
78.98,60.98,54.08,4,NA,10,21
98.06,55.94,24.68,10,NA,10,17
NA,NA,NA,5,NA,10,7
NA,NA,NA,5,NA,10,18
35.6,33.8,93.08,3,NA,7,8
84.02,50,30.8,7,NA,10,7
75.92,48.02,37.3,9,17,10,21
57.02,48.02,71.81,0,NA,10,6
-14.1,-18.9,78.3,4,NA,10,7
NA,NA,NA,7,NA,10,13
44.96,26.96,49.02,11,NA,10,17
NA,NA,NA,7,NA,10,13
53.96,51.98,92.99,0,NA,3,17
16,3,55.85,9,NA,10,18
NA,NA,NA,0,NA,10,20
87.08,60.98,41.61,8,NA,8,21
53.1,53.1,100,0,NA,5,7
37.94,19.04,46.09,18,23,10,7
NA,NA,NA,11,NA,10,6
NA,NA,NA,0,NA,10,12
NA,NA,NA,NA,NA,NA,NA
68,53.96,60.77,7,NA,10,15
93.02,57.02,29.96,8,NA,10,16
75.02,62.06,64.07,14,NA,10,13
77,51.98,41.69,0,NA,10,20
75.2,73.4,94.14,4,NA,2.5,15
69.8,55.4,60.21,11,18,10,22
50,44.06,79.94,4,NA,10,7
55.04,44.96,68.73,5,NA,10,9
NA,NA,NA,12,NA,10,6
51.08,42.08,71.19,5,NA,10,10
44.96,35.96,70.52,7,NA,10,14
NA,NA,NA,5,NA,10,11
66.92,42.98,41.81,6,NA,10,19
NA,NA,NA,4,NA,10,13
66.02,60.98,83.79,5,NA,10,11
NA,NA,NA,5,NA,10,17
NA,NA,NA,7,NA,10,14
NA,NA,NA,20,26,10,22
102.92,42.98,13.15,7,NA,10,21
84.92,71.06,63.27,4,NA,10,16
66.02,59,78.08,0,NA,9,7
NA,NA,NA,10,NA,10,8
71.06,64.94,81,6,NA,10,7
NA,NA,NA,6,NA,10,10
NA,NA,NA,4,NA,2.5,8
30,12,46.59,16,NA,10,6
NA,NA,NA,0,NA,10,11
39.02,28.94,66.85,7,NA,10,14
69.08,62.96,80.86,0,NA,10,12
55.94,50,80.4,0,NA,10,13
26.96,12.92,54.95,20,33,10,20
51.98,51.08,96.73,10,NA,9,19
NA,NA,NA,5,NA,7,16
42.08,19.04,39.23,6,NA,10,21
80.06,62.96,55.97,11,NA,10,20
73.94,53.06,48.04,7,NA,10,9
71.06,59,65.67,12,NA,10,22
80.96,71.96,74.15,15,22,10,20
NA,NA,NA,11,17,10,18
NA,NA,NA,5,NA,6,14
98.96,66.02,34.33,9,NA,10,21
48.92,46.04,89.73,5,NA,8,7
NA,NA,NA,6,NA,10,15
87.08,73.04,63.14,9,NA,10,13
55.94,53.06,90.03,11,NA,10,9
44.96,44.06,96.63,4,NA,0.25,17
NA,NA,NA,8,NA,10,8
64.94,46.94,52.06,17,27,10,21
64.4,39.2,39.43,3,NA,10,12
51.08,42.98,73.69,3,NA,10,15
51.98,30.02,42.72,6,NA,10,17
39.2,26.6,60.29,0,NA,10,9
NA,NA,NA,NA,NA,NA,NA
78.08,69.98,76.19,8,NA,10,10
78.08,48.92,35.91,15,NA,10,15
77,73.04,87.6,5,NA,10,9
71.06,71.06,100,4,NA,10,11
73.94,69.98,87.45,10,NA,7,17
42.98,41,92.65,5,NA,10,8
51.08,21.92,31.57,7,NA,10,11
55.04,50,83.08,9,NA,7,10
NA,NA,NA,0,NA,10,14
80.06,71.06,74.07,4,NA,10,7
62.96,60.98,93.25,5,NA,4,10
66.92,62.06,84.38,7,NA,10,12
50,41,71.07,0,NA,10,15
46.04,35.96,67.69,8,NA,10,15
44.6,42.8,93.35,8,NA,7,6
NA,NA,NA,7,NA,10,12
71.06,62.06,73.22,6,NA,10,6
15.98,10.04,76.98,10,NA,1.25,6
46.04,37.94,73.18,3,NA,10,10
84.02,48.92,NA,NA,NA,10,19
55.94,35.06,45.26,5,NA,10,10
66.92,60.08,78.66,0,NA,10,22
84.2,75.2,74.44,9,14,7,18
82.04,68,62.53,13,NA,10,15
84.92,69.08,59.14,8,NA,10,9
NA,NA,NA,2,NA,10,16
NA,NA,NA,3,NA,10,20
73.04,42.98,33.92,6,NA,10,12
NA,NA,NA,0,NA,10,20
78.08,66.92,68.59,7,NA,10,10
68,62.96,83.91,5,NA,10,8
50,28.04,42.39,5,NA,10,19
NA,NA,NA,11,NA,10,17
NA,NA,NA,9,NA,6,10
71.06,59,65.67,3,NA,10,13
78.08,66.02,66.48,10,NA,10,12
46.94,33.98,60.47,5,NA,10,22
53.96,24.08,31.09,16,NA,10,22
28.04,19.04,NA,NA,NA,10,9
44.06,23,43.02,10,NA,10,15
42.98,39.02,85.79,12,NA,10,18
NA,NA,NA,0,NA,10,16
62.06,60.98,96.25,6,NA,3,23
NA,NA,NA,5,NA,9,8
89.96,37.94,16.08,6,NA,10,8
32,12.92,44.74,5,NA,10,9
NA,NA,NA,NA,NA,NA,NA
55.94,44.96,NA,NA,NA,10,8
37.04,35.06,92.46,0,NA,2,14
77,69.08,76.57,10,NA,7,12
39.02,35.96,88.66,0,NA,10,14
84.02,64.04,51.12,9,14,10,19
37.04,26.96,66.6,13,NA,10,22
NA,NA,NA,7,NA,10,19
24.1,14,64.89,7,NA,10,8
82.94,60.08,46.03,3,NA,10,17
30.2,28.4,92.92,4,NA,0.25,9
75.92,66.02,71.42,0,NA,10,8
60.98,60.08,96.85,3,NA,8,12
NA,NA,NA,5,NA,10,13
NA,NA,NA,4,NA,2,9
NA,NA,NA,10,NA,10,16
66.02,42.08,41.67,3,NA,10,15
48.02,24.08,38.74,7,NA,10,7
37.94,33.08,82.46,0,NA,9,11
NA,NA,NA,0,NA,10,7
59,10.94,14.7,5,NA,10,11
53.06,17.96,24.79,18,25,10,23
33.8,21.2,59.53,0,NA,10,15
68,55.04,63.21,5,NA,7,19
17.96,6.98,61.57,10,NA,10,19
44.06,12.92,27.88,4,NA,10,12
NA,NA,NA,13,NA,10,15
32,12.02,43,4,NA,10,21
41,32,70.08,4,NA,10,6
64.04,64.04,100,3,NA,0.5,12
48.92,32,51.85,0,NA,10,9
66.2,55.4,68.15,5,NA,10,14
NA,NA,NA,3,NA,10,10
68,55.94,65.31,4,NA,10,13
32,26.06,78.45,9,NA,6,13
53.96,33.08,44.95,20,26,10,21
NA,NA,NA,5,NA,10,13
71.96,55.04,55.22,9,NA,10,22
NA,NA,NA,NA,NA,10,21
NA,NA,NA,4,NA,10,14
NA,NA,NA,13,NA,10,18
71.96,71.06,96.99,3,NA,10,9
51.08,21.02,30.39,0,NA,10,17
35.06,15.98,45.26,3,NA,10,18
59,17.96,19.99,16,NA,10,8
NA,NA,NA,4,NA,10,6
NA,NA,NA,17,NA,10,18
80.2,23.2,12.09,11,16,10,20
NA,NA,NA,14,NA,10,13
84.92,68,56.98,6,NA,6,15
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,12
NA,NA,NA,2,NA,10,20
89.96,44.06,20.38,9,NA,10,21
66.9,48,50.62,15,19,10,19
32,26.06,78.45,13,NA,3,10
69.08,57.92,67.59,9,NA,10,10
48.92,19.94,31.45,3,NA,10,15
41,35.96,82.09,11,NA,10,6
46.04,37.94,73.18,10,NA,10,12
46.4,39.2,75.84,4,NA,10,6
59,17.6,19.68,6,NA,10,13
NA,NA,NA,10,NA,10,19
NA,NA,NA,14,20,10,15
44.06,21.92,41.1,5,NA,10,7
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,19,10,15
52.88,46.94,80.17,9,NA,10,6
75.02,66.92,75.93,11,NA,10,10
53.96,48.92,83,3,NA,10,10
NA,NA,NA,NA,NA,NA,NA
50,24.08,35.98,15,NA,10,22
NA,NA,NA,5,NA,10,17
53.96,53.06,96.76,7,NA,3,10
73.04,69.98,90.14,3,NA,10,6
78.98,71.96,79.12,8,NA,10,15
NA,NA,NA,11,16,10,12
100.04,64.94,32,9,NA,10,21
68,62.96,83.91,10,NA,7,14
57.9,52,80.67,12,NA,10,10
32,21.92,65.97,3,NA,10,8
NA,NA,NA,NA,NA,NA,NA
59,48.92,69.17,4,NA,NA,7
NA,NA,NA,7,NA,10,11
48.92,44.06,83.23,4,NA,10,12
73.04,28.94,19.45,13,NA,10,21
21.92,14,71.12,9,NA,10,9
46.9,46.9,100,3,NA,4,17
26.96,21.92,81.03,4,NA,8,7
84.02,75.02,74.43,5,NA,10,14
71.96,69.98,93.49,0,NA,9,11
78.8,69.8,73.95,17,29,2.5,21
NA,NA,NA,4,NA,10,14
NA,NA,NA,7,NA,10,6
82.94,75.02,77.07,10,NA,10,15
44.06,39.92,85.25,6,NA,10,6
60.08,46.94,61.79,6,NA,10,6
NA,NA,NA,NA,NA,NA,NA
66.92,60.98,81.22,0,NA,10,15
NA,NA,NA,5,NA,10,14
NA,NA,NA,8,NA,10,20
69.08,64.04,83.98,7,NA,10,13
70,64.9,83.86,0,NA,10,14
62.96,57.02,80.93,12,20,10,18
15.08,-5.98,38.03,15,NA,10,12
53.6,10.4,17.45,14,25,10,20
64.94,62.06,90.39,6,NA,6,9
71.96,24.08,16.5,8,NA,10,15
NA,NA,NA,7,NA,10,6
68,53.06,58.8,13,NA,10,16
91.94,66.92,43.96,7,NA,10,20
NA,NA,NA,13,21,10,19
NA,NA,NA,0,NA,10,6
NA,NA,NA,NA,NA,NA,NA
53.06,30.92,42.58,6,NA,10,19
32,28.4,86.39,11,NA,1.25,15
68,48.02,48.77,12,NA,10,16
48.9,48,96.69,3,NA,5,1
71.06,66.92,86.77,4,NA,10,10
NA,NA,NA,11,NA,10,9
80.06,48.02,32.53,8,NA,10,21
51.08,37.94,60.6,14,NA,10,10
39.02,32,75.69,3,NA,10,7
78.08,62.06,57.87,5,NA,10,15
80.06,57.02,45.3,5,NA,10,22
NA,NA,NA,6,NA,10,10
57.02,44.96,63.97,9,17,10,11
26.06,6.98,43.74,15,21,10,16
NA,NA,NA,NA,NA,NA,NA
69.98,62.06,75.96,8,NA,10,11
80.6,42.8,26.22,3,NA,10,21
39.92,8.06,26.33,7,NA,10,20
NA,NA,NA,NA,NA,NA,NA
84.92,73.94,69.73,8,NA,10,14
30.02,28.04,92.23,8,NA,8,17
28.94,15.08,55.69,20,NA,10,19
12.02,8.06,83.78,3,NA,4,7
NA,NA,NA,4,NA,10,10
50,33.98,53.92,8,NA,10,15
77,53.06,43.38,11,NA,10,22
75.9,73,90.74,3,NA,2,12
69.08,60.98,75.4,6,NA,10,17
64.04,57.92,80.49,0,NA,10,9
71.06,51.98,50.89,11,17,10,10
84.02,68,58.65,7,NA,10,17
78.98,71.96,79.12,4,NA,8,23
NA,NA,NA,NA,NA,NA,NA
100.04,15.98,4.76,6,NA,10,20
51.98,44.96,76.88,0,NA,9,14
NA,NA,NA,3,NA,10,6
75.02,73.04,93.57,3,NA,10,13
37.94,12.02,33.95,9,NA,10,9
NA,NA,NA,NA,NA,NA,NA
73.04,44.06,35.36,4,NA,10,18
60.08,55.04,83.41,0,NA,10,9
70,63,78.46,5,NA,10,7
77,71.06,81.92,6,NA,10,14
46.04,42.98,88.99,8,NA,10,10
NA,NA,NA,7,NA,10,15
66.92,62.96,87.1,7,NA,10,11
37.04,37.04,100,6,NA,10,11
57.92,39.92,51.02,4,NA,10,16
53.06,23,30.71,10,19,10,16
44.96,33.08,62.87,8,NA,10,15
44.96,37.04,73.59,7,NA,10,7
30.02,26.06,85,8,NA,5,13
NA,NA,NA,5,NA,6,13
82.4,66.2,58.08,3,NA,7,16
32,28,84.98,13,NA,8,10
50,48.2,93.5,5,NA,5,16
NA,NA,NA,NA,NA,NA,NA
87.98,64.94,46.48,0,NA,10,17
NA,NA,NA,4,NA,10,6
NA,NA,NA,7,NA,10,10
NA,NA,NA,11,NA,10,13
NA,NA,NA,8,NA,10,10
71.96,57.92,61.28,11,17,10,16
44.96,41,85.9,0,NA,10,7
69.98,62.06,75.96,3,NA,9,16
26.6,24.8,92.8,10,NA,1,14
37.4,21.2,51.61,0,NA,10,11
86,69.98,58.91,4,NA,10,19
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,NA,10,18
80.96,35.06,19.15,3,NA,10,7
89.6,75.2,62.68,0,NA,NA,19
35.96,12.02,36.71,9,NA,10,7
48.02,46.04,92.81,0,NA,10,13
46.4,35.6,65.83,3,NA,10,18
48.2,41,76.01,7,NA,10,19
NA,NA,NA,NA,NA,NA,11
44.06,17.06,33.4,10,NA,10,14
37.04,35.06,NA,NA,NA,10,16
82.04,60.08,47.39,10,NA,10,21
NA,NA,NA,3,NA,10,7
68,35.96,30.64,8,NA,10,13
NA,NA,NA,10,NA,10,9
73.94,66.02,76.31,5,NA,2.5,20
26.96,19.94,74.5,6,NA,10,17
NA,NA,NA,NA,NA,NA,NA
55.94,53.96,93.05,0,NA,8,14
75.02,73.04,93.57,3,NA,4,10
NA,NA,NA,10,NA,10,18
57.2,51.8,82.12,12,NA,5,12
69.98,66.02,87.26,5,NA,5,10
NA,NA,NA,8,NA,7,21
NA,NA,NA,0,NA,10,11
75.02,50,41.38,5,NA,10,23
78.98,69.98,73.97,3,NA,10,13
71.96,33.98,24.74,8,NA,10,21
53.6,48.2,81.87,3,NA,10,10
46.04,24.08,41.74,8,NA,10,8
64.94,57.02,75.51,4,NA,10,10
80.06,64.04,58.14,19,24,10,13
NA,NA,NA,11,NA,8,9
84.92,60.98,44.59,6,NA,10,18
42.8,41,93.3,14,NA,3,18
62.06,53.96,74.75,7,NA,10,11
NA,NA,NA,6,NA,10,6
84.92,75.02,72.3,7,NA,10,14
33.08,24.98,71.82,6,NA,10,7
NA,NA,NA,12,NA,10,22
75.92,50,40.16,10,NA,10,20
71.96,64.04,76.13,3,NA,4,13
84.92,46.04,25.79,3,NA,10,13
NA,NA,NA,9,NA,3,21
46.94,44.06,89.65,3,NA,10,15
64.94,57.02,75.51,10,NA,3,22
62.96,44.96,51.77,9,NA,10,18
60.98,60.08,96.85,8,NA,5,11
55.04,55.04,100,5,NA,7,12
55.4,42.8,62.46,9,NA,10,16
86,44.6,23.59,0,NA,10,18
62.96,28.04,26.53,16,28,10,19
32,12.9,44.7,18,24,10,21
NA,NA,NA,4,NA,10,22
NA,NA,NA,9,NA,10,23
84.92,73.94,69.73,4,NA,10,16
NA,NA,NA,11,NA,8,8
51.98,42.98,71.28,10,NA,10,12
57.02,51.08,80.49,5,NA,10,12
NA,NA,NA,0,NA,10,13
50,39.02,65.8,4,NA,10,15
59,48.92,69.17,5,NA,10,10
NA,NA,NA,6,NA,10,10
30.2,12.2,46.62,11,NA,10,8
55.04,53.96,96.14,5,NA,0.75,10
77,60.08,55.91,5,NA,10,12
44.96,26.06,47.23,0,NA,10,21
82.04,77,84.76,6,NA,10,17
51.98,48.02,86.3,0,NA,10,15
35.96,26.06,66.97,7,NA,10,10
NA,NA,NA,0,NA,10,15
55.94,46.94,71.7,9,18,10,6
73.94,55.04,51.65,5,NA,10,20
NA,NA,NA,6,NA,10,8
60.08,42.08,51.34,19,28,10,23
60.98,33.98,36.19,9,NA,10,16
46.94,30.02,51.55,5,NA,10,16
71.96,60.08,66.2,10,NA,10,14
64.94,44.06,46.67,7,NA,10,9
26.96,26.06,96.35,0,NA,0.25,10
75.92,73.94,93.59,3,NA,10,10
60.08,48.92,66.56,5,NA,9,13
50,35.06,56.3,12,18,10,18
73.04,71.06,93.52,0,NA,10,9
57.02,51.08,80.49,0,NA,10,8
96.98,69.08,40.53,6,15,7,18
60.08,46.04,59.72,16,22,10,6
63,35.1,35.24,13,18,10,20
59,46.94,64.22,3,NA,10,6
66.92,35.96,31.8,17,31,10,21
62.06,55.94,80.34,5,NA,10,14
44.06,28.94,55.02,16,21,10,15
87.98,73.04,61.36,8,NA,10,19
33.98,24.98,69.28,3,NA,10,6
NA,NA,NA,11,NA,10,23
87.08,71.06,59.05,5,NA,10,20
62.96,53.96,72.42,5,NA,10,10
35.96,30.02,78.79,6,NA,10,7
64.94,60.98,87,0,NA,10,10
42.8,39.2,86.99,3,NA,8,12
60.98,44.96,55.52,10,NA,10,18
NA,NA,NA,0,NA,10,9
66.92,46.04,46.98,8,16,10,17
NA,NA,NA,5,NA,10,8
78.98,64.04,60.23,7,NA,10,10
35.06,6.98,30.35,5,NA,10,20
60.08,50,69.29,11,NA,10,17
26.96,17.06,65.84,5,NA,10,20
59,33.8,38.56,0,NA,10,9
33.08,24.98,71.82,16,21,8,18
NA,NA,NA,5,NA,10,6
NA,NA,NA,NA,NA,NA,NA
42.98,35.06,73.39,7,NA,8,17
81.86,73.94,76.98,7,NA,10,15
NA,NA,NA,0,NA,10,9
82.04,75.02,79.35,6,NA,10,11
51.98,46.94,82.87,11,NA,10,16
46.94,37.04,68.28,15,23,10,18
NA,NA,NA,15,18,10,10
NA,NA,NA,9,NA,10,15
42.08,28.04,57.22,6,NA,10,8
NA,NA,NA,5,NA,10,9
42.98,26.96,52.87,14,18,10,17
33.08,26.06,75.11,7,NA,10,10
57.92,39.92,51.02,11,NA,10,6
57.02,48.02,71.81,13,NA,10,16
78.98,62.06,56.18,11,NA,10,15
80.6,66.2,61.58,5,NA,7,14
77,24.98,14.47,10,NA,10,6
28.04,19.94,71.26,7,NA,10,21
73.04,37.94,27.9,3,NA,10,9
59,51.98,77.49,9,NA,10,9
35.96,28.04,72.66,3,NA,10,9
NA,NA,NA,5,NA,10,11
71.06,66.92,86.77,9,NA,4,17
66.2,62.6,88.18,3,NA,10,12
60.08,46.94,61.79,4,NA,10,14
NA,NA,NA,6,NA,4,9
NA,NA,NA,2,NA,10,22
89.96,69.08,50.39,7,NA,10,21
68,51.08,54.66,5,NA,10,15
71.96,39.02,30.18,0,NA,10,17
NA,NA,NA,7,NA,10,11
NA,NA,NA,6,NA,5,14
64.94,51.98,62.83,5,NA,10,13
57.02,37.94,48.78,0,NA,10,12
46.94,15.98,28.57,4,NA,10,7
75.02,59,57.47,16,NA,9,21
77,66.92,71.08,11,NA,10,17
66,61.7,86.01,5,NA,10,8
50,30.02,45.97,13,18,10,18
86,75.92,71.98,5,NA,10,13
26.06,19.04,74.41,9,NA,10,10
55.94,51.98,86.52,0,NA,10,6
46.94,37.04,68.28,4,NA,10,10
44.06,32,62.3,11,19,10,9
42.98,28.94,57.35,14,NA,10,19
39.02,24.08,54.68,17,NA,10,10
57.02,39.92,52.7,4,NA,10,7
68,53.06,58.8,8,NA,10,23
NA,NA,NA,6,NA,10,6
73.94,64.94,73.49,8,NA,8,15
68,64.9,89.81,6,NA,10,8
77,71.96,84.46,10,NA,8,7
NA,NA,NA,5,NA,10,14
60.8,46.4,59.01,0,NA,10,10
78.98,57.92,48.48,8,16,10,16
62.06,57.02,83.54,11,18,10,11
NA,NA,NA,9,NA,7,22
41,30,64.63,5,NA,10,13
26.06,-7.96,21.66,3,NA,10,19
57.02,35.06,43.53,0,NA,10,19
75.92,48.02,37.3,6,NA,10,20
NA,NA,NA,0,NA,4,14
86,60.98,43.07,6,NA,10,12
NA,NA,NA,5,NA,10,19
33.98,12.92,41.33,11,NA,10,9
NA,NA,NA,8,NA,6,11
26.96,10.94,50.34,11,NA,10,13
NA,NA,NA,6,NA,10,10
35.06,19.04,51.64,8,NA,10,13
21.92,17.06,81.25,0,NA,10,11
78.08,59,51.91,10,NA,10,16
53.6,53.6,100,7,NA,0.75,11
80.96,26.96,13.79,10,NA,10,13
55.04,48.02,77.15,11,NA,10,14
NA,NA,NA,7,NA,10,24
55.04,51.98,89.4,5,NA,5,14
35.96,12.92,38.2,12,NA,10,18
NA,NA,NA,0,NA,10,12
77,57.2,50.43,3,NA,10,18
NA,NA,NA,8,NA,10,5
80.96,44.96,28.14,10,16,10,20
NA,NA,NA,15,NA,10,17
66.02,51.98,NA,NA,NA,10,14
48.92,39.92,70.95,5,NA,10,8
39.2,37.4,93.19,4,NA,0.75,15
NA,NA,NA,NA,NA,NA,NA
53.06,41,63.47,20,29,10,8
NA,NA,NA,3,NA,10,20
71.06,64.94,81,0,NA,5,9
60.1,57.9,92.43,5,NA,5,9
55.4,53.6,93.65,6,NA,1.5,17
75.92,62.96,64.17,7,NA,10,8
77,69.98,78.96,6,NA,10,13
48.02,44.06,86.08,0,NA,6,14
NA,NA,NA,2,NA,10,7
35.96,24.08,61.67,8,NA,10,8
23,15.98,74.09,12,21,10,9
NA,NA,NA,NA,NA,10,7
51.08,44.06,76.8,0,NA,10,14
41,24.98,52.56,9,NA,10,17
